id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
5SOV1dyQQJx98X4yY17bCI,0.815,0.427,0.243,0.112,0.134,-13.477,0.0365,123.848,0.216
5Sp2yMM0DBy9ITy9YBI9YQ,0.000273,0.559,0.989,0,0.282,-4.861,0.104,94.987,0.428
5SP3MQuYB2tqhhFx0Ukk3s,0.000103,0.401,0.966,0.00462,0.067,-5.766,0.0393,94.017,0.195
5spAjqC772iC2KzDvEkmSr,0.822,0.315,0.22,0.000211,0.245,-13.156,0.037,88.045,0.0723
5sPI19mdis826jRpCeelZn,0.384,0.748,0.89,0,0.0946,-5.882,0.0477,139.952,0.942
5sPjFaqbhprKmMGD8haEkh,0.0171,0.591,0.699,1.61E-06,0.168,-8.169,0.0286,87.971,0.325
5sQGo3fB2NoFalyy4uZjiu,0.907,0.526,0.235,4.44E-06,0.111,-14.074,0.0991,91.24,0.377
5sqHFfmw7MMc1L85BN8802,0.139,0.892,0.548,0,0.114,-8.449,0.33,112.962,0.262
5sqkarfxe7UejHTlCtHCLS,0.000145,0.175,0.995,2.50E-06,0.214,1.023,0.211,184.066,0.303
5SQKCi4FIW4mpi9pj1vJ3Y,0.198,0.681,0.597,1.02E-05,0.103,-13.069,0.0388,98.369,0.706
5sQlA2pLHBBrn5UkYclNrQ,0.00118,0.658,0.648,0.791,0.322,-8.721,0.0448,113.942,0.198
5SR1geFURbG98tZaKodRXf,0.0348,0.766,0.539,0,0.286,-6.5,0.106,115.377,0.881
5sra5UY6sD658OabHL3QtI,0.739,0.479,0.368,4.10E-05,0.118,-7.784,0.0341,92.959,0.142
5SrCMJeYya9OtC6mwDNx51,0.133,0.686,0.652,0,0.144,-5.432,0.036,114.992,0.534
5sRPMmQV21r5FhNZSxzZ0O,0.616,0.634,0.586,0.000159,0.522,-9.597,0.04,123.288,0.864
5SS0LwKR6X2HHjC0yHUvbB,0.406,0.604,0.626,0.0401,0.0739,-13.004,0.0348,139.441,0.873
5Ss6DqCldgTmIo6BekVOJT,0.427,0.623,0.285,0.00278,0.189,-16.687,0.0538,140.028,0.343
5sSCpJ7a9MuciFcHtGXLFY,0.241,0.685,0.437,0.00113,0.112,-12.953,0.0325,129.195,0.522
5ssQ8yVpLen4FHZzwWaA1C,0.406,0.639,0.319,3.21E-05,0.108,-12.942,0.0346,90.051,0.452
5SsR3wtCOafDmZgvIdRhSm,0.00536,0.749,0.865,0,0.198,-5.228,0.0413,111.914,0.371
5Ssv6DaKrW0HczVqx6zXdl,0.0488,0.875,0.551,0.00728,0.0537,-6.744,0.317,146.092,0.861
5sTbbSUmIMpCWpWYMRULYV,0.0425,0.384,0.887,0,0.117,-3.806,0.0653,72.816,0.676
5sTC1imYc0QzNe3i5snLy7,0.179,0.791,0.813,0,0.0549,-3.444,0.139,142.876,0.913
5Stg8Q3w9EYN3TjvDvevbL,0.67,0.409,0.335,1.55E-06,0.267,-11.534,0.0248,80.744,0.439
5sTNElZHQWHWkz3WuIX3XA,0.447,0.684,0.354,0,0.129,-12.506,0.0329,112.86,0.436
5StrN0F4XI5e0BHP32THhl,0.0682,0.454,0.366,0.247,0.123,-8.98,0.0304,78.465,0.264
5sTVykpRs4eiZKn96bZogj,0.0013,0.342,0.677,0.00671,0.201,-11.906,0.0568,188.6,0.501
5stZnlPMYz3Ba8Hbo3ajlP,0.0795,0.936,0.678,0,0.0838,-3.012,0.21,96.911,0.822
5Su5ILFp6U83cnIXwfmlC5,0.626,0.667,0.897,0.229,0.0932,-5.135,0.0418,121.852,0.955
5suAPU4pt11XNUMRtQ7z7z,0.995,0.319,0.035,0.917,0.0916,-26.216,0.0619,73.181,0.0502
5sUCU4eiyf0pplIJ7OGEoc,5.90E-05,0.397,0.9,0.024,0.228,-5.968,0.0589,106.448,0.204
5sUe0Kil6bGZxNE7slwp64,0.0149,0.543,0.829,0.06,0.552,-6.823,0.0339,94.147,0.28
5suEtW2DUAfvroohjzgatb,0.0219,0.897,0.642,1.31E-06,0.159,-8.828,0.0534,127.984,0.291
5sUFhKLGP5YXT0fJdUrCFt,0.000619,0.304,0.904,0.75,0.283,-0.728,0.0685,83.951,0.361
5SuggdLS4Jdh8anflh9lNe,0.243,0.736,0.699,1.69E-06,0.0353,-10.165,0.0358,119.479,0.966
5SUKnxEQaFFeudmI4qYLd9,0.00367,0.647,0.759,1.13E-05,0.0704,-5.468,0.12,89.944,0.424
5SUlhldQJtOhUr2GzH5RI7,0.00797,0.534,0.624,0,0.128,-9.589,0.0462,121.402,0.687
5SvuXJKhqhw8jnQnqKegA5,0.209,0.664,0.737,0.888,0.0817,-5.674,0.0498,93.116,0.305
5sWbwccBcyHsg5LEKWGZo9,0.19,0.675,0.567,1.77E-06,0.175,-9.147,0.263,84.039,0.658
5SWfocxhAkjf3eg4lrv8vZ,0.119,0.657,0.985,0,0.641,-3.22,0.109,150.038,0.776
5Sx26i9lDxDHTOM5YvxVOt,0.0395,0.75,0.384,3.46E-05,0.121,-12.143,0.0537,124.641,0.894
5SxGGTm7UIS9ln4e5lA7e1,0.115,0.507,0.746,0.00072,0.111,-7.582,0.0273,87.742,0.67
5SxlUF7J8tyFIEF22EomeP,0.51,0.543,0.572,7.23E-06,0.28,-8.974,0.338,89.386,0.569
5SXsXjVJCWeJuf7FHvgBYR,0.606,0.25,0.553,0.673,0.145,-8.188,0.0429,118.985,0.226
5sY2beqWPiCRmTyjEkRPPZ,0.0214,0.542,0.673,0.000444,0.281,-8.08,0.0296,88.039,0.505
5SZ47jchNPq4i4dhpcNPdA,0.995,0.371,0.00246,0.963,0.0895,-31.159,0.0565,73.543,0.163
5SZ6zX4rOrEQferfFC2MfP,0.0114,0.653,0.73,1.03E-05,0.0754,-10.613,0.043,108.705,0.894
5sZt1lSAGTzQONdeYApwjZ,0.00678,0.796,0.734,0.00122,0.155,-6.84,0.206,143.647,0.84
5t0izTLPeWYLiIfHPJbORJ,0.699,0.282,0.251,1.47E-05,0.11,-10.648,0.0315,129.826,0.11
5T0LcVM6SwLX95hLedcseh,0.578,0.681,0.666,0,0.26,-4.984,0.0491,111.401,0.732
5T0VoskNbpJIqm2RSPU2Xt,0.387,0.547,0.397,0,0.14,-10.463,0.0271,134.346,0.277
5t1Eqjxu93ub0LiTgxZQOB,0.0123,0.598,0.95,0,0.329,-5.219,0.139,105.185,0.29
5T2hX4dfBoJCG3hal07zmC,0.000156,0.441,0.91,0.0258,0.157,-4.292,0.0766,134.84,0.317
5T2QE22XKxvMyQb5Xmr70z,0.686,0.743,0.463,0,0.263,-8.987,0.0272,113.132,0.811
5t35FJYwzRt9MG3ae2O41L,0.623,0.526,0.657,0,0.159,-6.399,0.0342,76.032,0.265
5t3oszlshIPTzpAwcCMqgw,0.018,0.597,0.945,0,0.0654,-3.845,0.0497,147.908,0.939
5t3Vk8bRKylx4fjj7qlbib,0.919,0.777,0.422,0.00877,0.0958,-10.114,0.0482,120.041,0.187
5T4j3Uv33fQO7tsR2lMl4y,0.0976,0.51,0.595,0.0176,0.338,-11.021,0.0378,131.761,0.64
5t4JzdsAFZVUCKk6YKJcd3,0.787,0.313,0.22,0.0803,0.101,-13.116,0.0304,104.219,0.05
5t5APjlpMcpwCaWeu8MZF6,0.084,0.42,0.962,3.02E-06,0.634,-5.045,0.0583,174.038,0.659
5T5LQGUXXmBBQWTZQEG4er,0.118,0.608,0.726,0.564,0.509,-9.483,0.111,165.011,0.294
5T5MLNxEg0h6lGWRetSZPV,0.264,0.43,0.385,0.875,0.352,-12.948,0.0278,90.806,0.274
5t5rCnsgRBtcKqTB7SbD1Q,0.0241,0.273,0.537,0,0.0922,-9.612,0.0306,81.814,0.232
5t5tSxiQKcxzZGvDm3F14x,0.659,0.27,0.377,0.000134,0.659,-12.66,0.0332,115.281,0.491
5T6DM9qjjngWnukcw0svkX,0.00385,0.523,0.954,1.65E-06,0.243,-3.051,0.0374,141.982,0.901
5T7ZFtCcOgkpjxcuaeZbw0,0.0227,0.652,0.877,0,0.0789,-2.986,0.0465,118.491,0.486
5t8sFMJ2aQaHqLnrAd4Q40,0.00413,0.524,0.973,0.00623,0.242,-3.642,0.09,125.691,0.532
5t9KYe0Fhd5cW6UYT4qP8f,0.326,0.396,0.473,0.000124,0.109,-7.67,0.0345,133.449,0.385
5t9rkF7g7zIU1NFyrSJaQl,0.907,0.3,0.135,0.0135,0.384,-19.696,0.0321,152.945,0.431
5ta9IiShIAlXs38xpdkEaH,0.709,0.266,0.546,3.05E-05,0.159,-9.012,0.0375,208.706,0.946
5tAa8Uaqr4VvA3693mbIhU,0.423,0.665,0.699,0,0.0969,-5.265,0.0578,124.896,0.585
5tAb6fBqO5zgUKlhqMyxfr,0.995,0.494,0.00159,0.946,0.0785,-37.57,0.0521,79.899,0.0964
5TAf4lnZCZTLlZHNZMLFLi,0.313,0.593,0.642,0.000582,0.0804,-7.284,0.0299,76.403,0.736
5tajmvqHF6YW1iiUFzKpCB,0.787,0.313,0.429,0,0.0863,-7.415,0.0343,77.27,0.416
5taq5WgvjSGcEepRFilAQH,0.218,0.625,0.48,0.00654,0.151,-16.942,0.0336,89.038,0.826
5tASX9SKT8vFTQpfm5UVJT,0.205,0.544,0.635,0.000166,0.113,-15.718,0.0566,100.725,0.522
5tb90QUoJI5jkU84mmjYyY,0.0716,0.873,0.334,1.96E-06,0.0704,-15.276,0.112,73.646,0.867
5TBn5BUiC731JytZDUZZmp,0.0582,0.596,0.514,0,0.0805,-11.504,0.0287,130.553,0.964
5TbwZ0OSuU1fGtQ8aTgiZP,0.226,0.672,0.216,0.877,0.0852,-20.309,0.0367,141.002,0.268
5TcA1sQYRkYD4JBd9iuh4P,0.091,0.64,0.741,0.558,0.102,-6.932,0.0458,95.003,0.423
5TcEq6qNQJ7HXeTxwB3ZGB,0.518,0.582,0.289,0,0.107,-14.339,0.0465,80.75,0.743
5tcR6nVpY1JRDyDcK0K60f,0.296,0.422,0.486,0,0.108,-9.866,0.0282,134.587,0.53
5tdbsJQ86BVvjmpTikVP7q,0.0817,0.497,0.468,0,0.112,-8.182,0.0286,133.789,0.285
5tdEWfBGNX7a7zD78tUwLZ,0.742,0.598,0.219,0.0569,0.879,-15.048,0.0476,85.33,0.415
5tdKaKLnC4SgtDZ6RlWeal,0.201,0.832,0.544,0.000139,0.632,-12.697,0.0442,119.49,0.928
5tdl56mOgdZeY6RNF5jLwT,0.367,0.521,0.82,0,0.124,-6.028,0.293,135.883,0.761
5tDx3DmAvMfB5dPHiTbtse,0.703,0.637,0.324,0,0.0599,-12.8,0.034,85.347,0.686
5Tdx85q8KQIcIZJ9XoHblt,5.68E-05,0.302,0.868,0.185,0.0888,-9.349,0.0688,136.572,0.454
5tE1nYzGz9iWa58WuY8YSQ,0.649,0.558,0.529,0.000294,0.182,-4.496,0.0396,80.205,0.367
5tE2kEW1Jom3Qc93UPBT79,0.17,0.711,0.647,0,0.234,-5.225,0.0353,132.752,0.504
5tEaZFMFvJF0vrNZLVZRDm,0.296,0.838,0.693,0,0.14,-4.899,0.118,111.952,0.46
5tEbnKMOMK8LLoOIsEkWRr,0.134,0.634,0.84,0,0.484,-4.663,0.248,169.041,0.489
5teILTGkJkSJXI03XeMIj2,0.452,0.773,0.895,0,0.224,-2.783,0.0934,115.076,0.961
5TeoCsHbzWo9UgMW3rv7JL,0.6,0.784,0.401,0.0929,0.0935,-15.166,0.0407,142.794,0.795
5TeuKaesAnmJx8CqbT8YCL,0.512,0.858,0.368,9.82E-05,0.0758,-13.363,0.0382,108.167,0.95
5tf1VVWniHgryyumXyJM7w,0.0185,0.636,0.815,0,0.163,-5.098,0.0581,123.063,0.636
5tFep7dXGd7vEJ668wTPux,0.119,0.85,0.405,0.000118,0.0707,-7.509,0.225,139.976,0.344
5tFMuAw6X2R4NLx97g7n9q,0.0884,0.66,0.689,0,0.0922,-2.671,0.0337,127.98,0.427
5tFpkuwgFZQm3jv4PTX4VB,0.00225,0.531,0.617,0.000692,0.0296,-6.111,0.0426,81.64,0.549
5tgcdgzc2oHy1A3WJsU9uW,0.00619,0.489,0.915,0,0.667,-3.664,0.149,150.02,0.581
5TGDbGkn5hWchbPmsEec0H,0.000122,0.314,0.982,0,0.237,-4.756,0.112,139.931,0.486
5TgEJ62DOzBpGxZ7WRsrqb,0.749,0.531,0.363,0,0.112,-7.672,0.0608,121.412,0.259
5th3rj1nW25bm5iSLiK3i9,0.0631,0.596,0.525,0,0.348,-6.994,0.0283,120.064,0.469
5THQbSmeQ8iykxgK1om8Gk,0.157,0.816,0.419,0,0.0886,-9.291,0.49,96.072,0.189
5thts3213xwSroRd11fv5A,0.0074,0.844,0.609,0,0.563,-10.675,0.217,91.116,0.725
5ti0Sf4WucZSIlgmp1JQ8A,0.0117,0.585,0.927,0,0.0889,-3.059,0.0572,99.961,0.896
5TiuWTxFfIkmKcHJ6f4IjC,0.677,0.495,0.205,0,0.109,-13.574,0.0345,133.424,0.274
5tjEFjXJZOiFYfUsH1L6D3,0.000293,0.595,0.878,0.00266,0.174,-4.341,0.0401,93.94,0.465
5TjGqIufpTlnpAFuDLy4dn,0.442,0.761,0.64,0,0.0749,-12.282,0.352,90.108,0.891
5TjIyeNaET7Y0TZlXg61xq,0.752,0.484,0.517,0.102,0.0928,-7.691,0.0279,102.213,0.161
5tJjQIhH6mH3PhG1DjW3gD,0.00272,0.301,0.853,0.659,0.331,-7.296,0.0768,79.249,0.285
5TjO0GOOon3R6YOnRFPwzk,0.943,0.595,0.285,0.729,0.164,-11.216,0.0501,160.532,0.778
5tjqJtpYbZgBtjwaoFtGRN,0.0124,0.364,0.497,0.000195,0.0741,-12.402,0.0426,136.595,0.37
5tKbrFMvQJlG1reK5aDmkc,0.107,0.838,0.661,0,0.115,-6.387,0.196,95.493,0.887
5tkcQeBaeM1ZoNs2YUOmnz,0.000325,0.595,0.949,4.24E-05,0.306,-4.327,0.0476,117.97,0.772
5tkDCf3xKRZjT5RbCb3sZB,0.0124,0.687,0.829,0,0.107,-4.204,0.26,133.854,0.154
5TkXm783DrsA17o8sdPLmS,0.0506,0.575,0.52,0,0.0921,-6.568,0.0259,136.042,0.478
5TLA7O0ogTqwZHbS3ERabw,0.000807,0.33,0.529,0.214,0.126,-10.043,0.0358,140.156,0.148
5tLDX5Z50VZAvga5695enB,0.0852,0.734,0.871,0,0.047,-5.013,0.105,93.046,0.849
5tm6PaYvkJdlWkVC5b1Am5,0.000565,0.558,0.955,0,0.0975,-4.577,0.0517,130.805,0.478
5tmhlnAvZRKxw4AUsb0FvU,0.0583,0.583,0.68,0,0.141,-4.081,0.247,164.572,0.739
5TMjhlh25Oitlh3LBKdfMi,0.128,0.585,0.631,0,0.105,-5.522,0.0264,128.001,0.5
5tmpcGNMG3vlSYOxcQ62qF,0.989,0.36,0.00556,0.904,0.0689,-32.573,0.0465,66.13,0.175
5tmrnhMxx39jnu3kjopMdP,0.22,0.704,0.528,0.35,0.14,-13.382,0.0358,117.472,0.73
5tmsAMFU2DUOfRyrL154r9,0.875,0.477,0.141,0.774,0.192,-20.308,0.0537,112.264,0.172
5tMViyamkwQmHjMm1OajDi,0.0141,0.536,0.761,0,0.133,-5.532,0.0287,82.007,0.495
5TMVx89wRJaep6rI111aqp,0.321,0.603,0.604,0,0.166,-6.593,0.0273,96.07,0.641
5TmxZMRd2fMkecVqyySKHm,0.0053,0.464,0.845,0.0134,0.0748,-5.496,0.0967,184.028,0.423
5tN0LIuQDapSFedlYJuG0k,0.915,0.608,0.171,0.188,0.111,-16.822,0.0314,142.827,0.3
5tn4tKostWlEtEwG3ZAc4h,0.0377,0.558,0.854,0,0.114,-5.195,0.117,158.605,0.801
5TNFOptlMaPOvMffvVcmxA,0.0935,0.477,0.955,0.000187,0.243,-5.331,0.122,137.984,0.692
5TNM6Qk1luDmK2BxUtOEdH,0.0392,0.572,0.484,1.07E-06,0.13,-8.555,0.0258,81.761,0.165
5tNQFDpeAggd6Brw3pIpjP,0.801,0.707,0.251,0,0.105,-10.74,0.0378,124.081,0.652
5tnqSEWM3EKoEtjSZpmHcH,0.0297,0.718,0.944,0.0148,0.13,-6.405,0.0282,139.04,0.824
5tNUaNoIMdJcdHGj25a7gD,0.944,0.314,0.299,0.902,0.0991,-16.192,0.0456,74.602,0.0648
5TnzOUFWoZHUEtOWlxrIlY,0.0506,0.528,0.769,0.029,0.111,-8.413,0.0469,144.84,0.48
5tO3pr49SdxO05TNlYHfHT,0.409,0.578,0.638,0.892,0.112,-9.134,0.0596,92.542,0.757
5tOjRq5shlEdm15nmJBq7Z,0.412,0.531,0.658,0.00272,0.16,-7.382,0.0382,78.896,0.461
5ToJzoVfLYyF7ohMOBNObi,0.642,0.503,0.536,0.00143,0.111,-7.229,0.0259,90.966,0.21
5topOIcCwU391xE5Oyhh62,0.000134,0.343,0.936,0,0.169,-3.316,0.0758,112.628,0.211
5Tou8lYopj9qCIFBFBomZ5,0.476,0.546,0.53,0,0.0955,-9.059,0.211,128.209,0.227
5TOYgNohZAFEPOtnchPhZS,0.000128,0.632,0.734,1.05E-05,0.337,-5.179,0.0375,116.336,0.645
5Tp4UJvnsF4Zd05k0zXUte,0.637,0.693,0.369,0.00335,0.0951,-12.683,0.175,140.148,0.141
5TP9byf9FFaFxdd92tFyFp,0.0419,0.462,0.571,0.0995,0.0675,-10.858,0.0327,81.858,0.575
5TQ1qGqblpxBL0dVhLda2y,0.719,0.582,0.317,0,0.137,-14.968,0.0299,94.681,0.618
5TQ6MARpfdGi3lToty2TH6,0.000414,0.448,0.889,6.50E-05,0.697,-5.713,0.0386,104.8,0.779
5TqaDRC0TlnMIRr4ABblZk,0.917,0.595,0.0937,0,0.0999,-15.269,0.0391,98.918,0.414
5TQEggGtsutzhOsYFfCAtE,0.0675,0.678,0.659,0,0.32,-5.146,0.356,177.711,0.295
5tqgvcRaFZYV2Wu8xWgG3R,0.213,0.46,0.518,1.39E-06,0.0847,-11.574,0.0494,126.393,0.51
5tqPtgj3Q2NrwRBUCZ3j7L,0.00597,0.594,0.687,0,0.0843,-5.808,0.219,120.036,0.773
5TqV8dCIgWV8yET1EejKCR,0.0297,0.645,0.63,1.11E-05,0.079,-7.017,0.246,174.663,0.653
5tqZJUHEuqdN12RZVq2l9p,0.849,0.7,0.414,0.0606,0.107,-10.864,0.0373,60.479,0.444
5tR80sypNbMyWIbDfiBBXh,0.801,0.446,0.501,0.164,0.0931,-9.771,0.0548,116.711,0.263
5trCWbYtza0QUxdmF9HAPX,0.0426,0.424,0.892,0,0.711,-3.78,0.193,174.008,0.762
5TrfusgKC1BYic5LaWCoKm,0.17,0.338,0.461,0.564,0.0927,-10.74,0.0396,126.698,0.351
5tRmoZRoupvMYPV1oezFrH,0.0043,0.623,0.58,0,0.394,-7.076,0.332,163.159,0.301
5tRu8kA4d17uwGVT7I3YIR,0.0251,0.724,0.914,0.0124,0.0894,-5.576,0.0267,125.828,0.964
5tryzDT3iMMcONq3YHWgC9,0.00404,0.427,0.965,0.00472,0.369,-4.282,0.15,131.948,0.0654
5tsI3xxDHDgzHhn30LTQNz,0.533,0.815,0.364,3.52E-05,0.108,-11.158,0.375,129.937,0.328
5TSZAgNUBDfLizM9D2J2Ll,0.315,0.733,0.637,0,0.0948,-6.51,0.0476,110.037,0.646
5TTGoX70AFrTvuEtqHK37S,0.33,0.505,0.698,0.0887,0.0966,-5.563,0.0297,115.013,0.599
5TtOrriDfiamVEKrls2GIT,9.33E-05,0.379,0.965,0,0.371,-3.442,0.0975,160.057,0.565
5tTqyjPKCAe5rqmOl9eslW,0.0182,0.57,0.894,0.0106,0.0881,-3.851,0.0369,124.102,0.31
5tTVQLUw5HJJHt58MifwQS,0.176,0.588,0.791,0.111,0.113,-9.68,0.0442,150.225,0.901
5tU0ROmdWfT0BNLicsOEaP,0.925,0.172,0.425,0.876,0.0791,-11.243,0.0332,60.1,0.399
5TUC42c5rsbU3ElTri4IBD,0.00469,0.753,0.525,0.000299,0.251,-9.654,0.0526,86.751,0.651
5tuPqvXQw7SJwuX78R9pB2,0.587,0.775,0.51,0.797,0.102,-8.81,0.0329,110.216,0.415
5tUXQvc0yMQD42799A1mec,0.153,0.764,0.507,0,0.0879,-8.199,0.153,77.256,0.809
5tVA6TkbaAH9QMITTQRrNv,0.212,0.623,0.449,0,0.0613,-13.333,0.0253,84.383,0.572
5Tvdkj0uoHAhylP5UoABPP,0.00376,0.495,0.85,0,0.111,-4.086,0.0504,87.014,0.605
5TvFfDlVoUWZvfqrhTJzD7,0.877,0.464,0.321,0,0.0789,-11.12,0.0418,93.528,0.306
5TVirkSwFEXF1nLJEebe2I,0.214,0.666,0.677,0,0.0979,-5.743,0.0326,100.014,0.178
5TVlcZRCVoJVi9OaDvGxEB,0.476,0.387,0.419,0.00179,0.122,-8.803,0.183,79.211,0.337
5tVTS01ZAk7pGk5Mx3b52v,0.542,0.641,0.504,0,0.286,-12.897,0.0577,120.883,0.641
5TWhLgjy8cgb6CRPnnlnn2,0.213,0.726,0.711,1.41E-06,0.326,-7.728,0.0414,105.034,0.708
5TX4HB4ndwJCxoD3FWEIQx,0.536,0.448,0.42,0.000134,0.0813,-11.181,0.0459,88.86,0.619
5TXC1nMc1xfxu4a0k2GYOS,0.039,0.278,0.806,0,0.0977,-7.772,0.172,172.551,0.787
5TXDeTFVRVY7Cvt0Dw4vWW,0.782,0.746,0.251,0.00203,0.106,-16.169,0.259,139.999,0.18
5TXNLJ2EENAt3Tf9MX4kT2,0.00914,0.935,0.745,0,0.116,-6.391,0.0431,103.691,0.518
5tXPbEbEouMSEbqQHO0qQa,0.00109,0.531,0.836,0,0.0447,-5.204,0.101,169.171,0.637
5txrJzhPIrRqfvtnvZGcbX,0.258,0.804,0.57,0.0112,0.394,-7.859,0.0614,95.811,0.899
5TxUedy2CM04QihDdOFnsk,0.0798,0.633,0.543,0.00671,0.0964,-9.142,0.0296,129.089,0.118
5Txwlv081K39njx353jh7r,0.944,0.459,0.287,0.0214,0.183,-16.162,0.0338,127.697,0.412
5TXwU5dCw3h6Tsr0UC3APQ,0.0851,0.438,0.732,0,0.0948,-4.767,0.0421,167.94,0.496
5Ty1B6gHqh0joQx6ChbxiH,0.00732,0.553,0.883,0.0488,0.0599,-7.302,0.0618,136.711,0.463
5tYosD9TicWDYO3kAE4ADp,0.014,0.527,0.789,0.0133,0.381,-8.049,0.0694,86.137,0.452
5TYtHFn15WDPvE2UDhbzKT,0.000126,0.59,0.979,0,0.0819,-3.762,0.102,103.002,0.722
5TywrBF82AUQ83pXuMXjXg,0.726,0.607,0.467,0.00791,0.131,-10.105,0.055,164.299,0.492
5tyznRXlcIx0XlQ7S8iCMW,0.208,0.692,0.512,0.000994,0.077,-8.596,0.0354,79.003,0.739
5Tz35yJF0OAyJ7T94PkVKO,0.482,0.542,0.312,1.54E-06,0.346,-12.057,0.0541,90.576,0.498
5tz69p7tJuGPeMGwNTxYuV,0.569,0.62,0.574,0,0.19,-7.788,0.0479,100.023,0.357
5tZmLjU4vhPlJb12IweZuB,0.398,0.42,0.744,8.54E-06,0.192,-5.033,0.396,161.792,0.324
5tztLBvTlNC15Np2tnQ5Ll,0.217,0.49,0.579,0,0.0644,-10.301,0.0344,119.403,0.879
5TzzJsw1pPsRkxvPCxRRIx,0.802,0.541,0.474,0.0198,0.337,-10.353,0.0462,77.611,0.438
5u0YB9bpmgEPS2bPhwfRFV,0.11,0.463,0.755,4.89E-06,0.103,-7.244,0.0634,145.319,0.252
5U16EPfaojTZnFpY5LaGNk,0.397,0.367,0.625,0,0.217,-10.086,0.109,150.885,0.798
5U1XqpEGLeDd48dDFNqQEC,0.000226,0.544,0.739,2.14E-05,0.0816,-4.818,0.232,185.81,0.467
5u2FOoFhp495GIj5BJC77J,0.000585,0.46,0.91,0.00155,0.0735,-3.71,0.0525,73.019,0.327
5U3i59kbTLrxo46TU1FRnF,0.23,0.8,0.802,0.00379,0.0971,-5.439,0.166,97.586,0.82
5u3l2TONYacJgmRPQVaF9y,1.62E-05,0.374,0.92,0.026,0.0802,-4.653,0.0501,191.014,0.278
5u3rsmRYRSKJpFHXPT4p07,0.00561,0.713,0.378,0.00186,0.0845,-9.04,0.0298,99.055,0.291
5U3z76HVF4JZ5cc7Xaem5v,0.0112,0.548,0.727,0.00687,0.174,-7.68,0.0286,95.112,0.744
5u4ux8qOKS4fZiCoA0LcG9,0.343,0.616,0.639,3.86E-06,0.232,-8.124,0.0638,151.772,0.914
5U4wYRHrCRxRP6iQfM824C,0.0549,0.796,0.766,0,0.0946,-5.937,0.0919,124.896,0.921
5U51nS2N1TDL1HEHEio7mC,0.181,0.551,0.695,0.000154,0.192,-7.111,0.0323,114.136,0.207
5u5aVJKjSMJr4zesMPz7bL,0.994,0.335,0.00532,0.912,0.0621,-31.646,0.0376,65.832,0.0397
5u5F7qLDvZjBSktaDp4HxB,0.000841,0.65,0.903,0.000351,0.122,-3.677,0.0314,121.896,0.409
5u5MvmVtitax9R1Mxh3reC,0.0864,0.773,0.757,3.73E-06,0.0727,-4.959,0.0526,88.006,0.858
5u5qlnyVaewWugJIjzilIc,0.000545,0.197,0.798,0.414,0.187,-7.334,0.0656,175.068,0.525
5u64RlrnvvbtNh6R0EMh6o,0.229,0.781,0.548,0,0.127,-4.997,0.0764,106.996,0.175
5u6fnmRO5V0PTl5M2Eekeu,0.000219,0.458,0.895,0.000394,0.106,-3.972,0.0681,130.327,0.357
5U6m7lVxlXhVW861s8S8Qu,0.075,0.7,0.841,2.91E-05,0.392,-4.764,0.0323,116.982,0.825
5u6vkDnOyaf8LsteDAj2ub,0.331,0.782,0.436,1.30E-05,0.342,-7.033,0.155,82.994,0.243
5u6Woby9oKAF8LhhuxykH1,0.0698,0.514,0.584,0.000183,0.205,-13.049,0.042,114.142,0.558
5u6y4u5EgDv0peILf60H5t,0.301,0.736,0.379,0.345,0.104,-13.208,0.0539,128.399,0.948
5u7cMsgFixxV8Ty9Up7ZeY,0.0629,0.612,0.876,0,0.378,-5.608,0.0956,129.216,0.908
5u7o3wXWJI7AN1b9KIf3m8,0.0212,0.686,0.342,0,0.111,-8.555,0.0447,104.995,0.429
5U7vahMkL41gueMDNtoLhp,0.979,0.244,0.107,0.869,0.159,-22.906,0.0348,106.323,0.0325
5u89YD9CJMFVfFqUoeGy2P,0.291,0.365,0.655,0.00037,0.164,-6.957,0.311,171.333,0.31
5u96Mfn0iLEW2Ch6zVSJNV,0.922,0.557,0.16,0.000756,0.0996,-16.302,0.0315,136.014,0.133
5U9mObciLrrnJC0hE84SIu,0.974,0.336,0.272,0.916,0.122,-13.308,0.0335,78.327,0.447
5uA57RhuQvMKun7R1mdSVJ,0.788,0.641,0.355,0,0.168,-10.061,0.0329,79.359,0.311
5UA5ownmiX7KlCfEjfx8Eu,0.264,0.645,0.804,0,0.208,-4.743,0.221,145.999,0.549
5Ua8GaCh6GAOXu3zXJXyzQ,0.521,0.652,0.778,0,0.0999,-7.896,0.0419,151.658,0.97
5UADiyzwxeqkHIMmlMyDO2,0.0437,0.613,0.941,8.32E-06,0.076,-3.355,0.0506,127.986,0.626
5uaqfXP4wBosOea7QLokJP,0.994,0.167,0.00261,0.887,0.076,-38.553,0.0426,63.029,0.104
5Ub8nIeGIoxE0doVPU2hCH,0.695,0.227,0.395,0.000719,0.0954,-11.158,0.032,143.686,0.116
5ubHAQtKuFfiG4FXfLP804,0.562,0.592,0.637,0,0.13,-8.48,0.0992,159.701,0.565
5uBK8Ap1BCEc4GgMcEjeic,0.873,0.594,0.273,0,0.0895,-9.402,0.0291,131.851,0.362
5UbLKRX1qVROlwDFOooEvG,0.529,0.454,0.26,0.000778,0.0646,-13.213,0.0404,174.211,0.567
